trip_id,arrival_time,stop_id,stop_name,service_id,trip_headsign
1710,51345,U190Z102,I. P. Pavlova,5,Háje
1710,51545,U527Z102,Vyšehrad,5,Háje
1710,51715,U597Z102,Pražského povstání,5,Háje
1710,51845,U385Z102,Pankrác,5,Háje
1710,52025,U50Z102,Budějovická,5,Háje
1710,52200,U228Z102,Kačerov,5,Háje
1710,52410,U601Z102,Roztyly,5,Háje
1710,52600,U52Z102,Chodov,5,Háje
1710,52800,U106Z102,Opatov,5,Háje
1710,52955,U286Z102,Háje,5,Háje
1711,53415,U286Z101,Háje,5,Letňany
1711,53545,U106Z101,Opatov,5,Letňany
1711,53745,U52Z101,Chodov,5,Letňany
1711,53940,U601Z101,Roztyly,5,Letňany
1711,54135,U228Z101,Kačerov,5,Letňany
1711,54315,U50Z101,Budějovická,5,Letňany
1711,54455,U385Z101,Pankrác,5,Letňany
1711,54635,U597Z101,Pražského povstání,5,Letňany
1711,54805,U527Z101,Vyšehrad,5,Letňany
1711,55010,U190Z101,I. P. Pavlova,5,Letňany
1711,55150,U400Z121,Muzeum - C,5,Letňany
1711,55310,U142Z101,Hlavní nádraží,5,Letňany
1711,55450,U689Z121,Florenc - C,5,Letňany
1711,55650,U100Z101,Vltavská,5,Letňany
1711,55830,U115Z101,Nádraží Holešovice,5,Letňany
1711,60135,U675Z101,Kobylisy,5,Letňany
1711,60330,U78Z101,Ládví,5,Letňany
1711,60545,U332Z101,Střížkov,5,Letňany
1711,60725,U603Z101,Prosek,5,Letňany
1711,60955,U1000Z101,Letňany,5,Letňany
1712,61405,U1000Z102,Letňany,5,Háje
1712,61620,U603Z102,Prosek,5,Háje
1712,61800,U332Z102,Střížkov,5,Háje
1712,62005,U78Z102,Ládví,5,Háje
1712,62215,U675Z102,Kobylisy,5,Háje
1712,62525,U115Z102,Nádraží Holešovice,5,Háje
1712,62715,U100Z102,Vltavská,5,Háje
1712,62910,U689Z122,Florenc - C,5,Háje
1712,63055,U142Z102,Hlavní nádraží,5,Háje
1712,63205,U400Z122,Muzeum - C,5,Háje
1712,63345,U190Z102,I. P. Pavlova,5,Háje
1712,63545,U527Z102,Vyšehrad,5,Háje
1712,63715,U597Z102,Pražského povstání,5,Háje
1712,63845,U385Z102,Pankrác,5,Háje
1712,64025,U50Z102,Budějovická,5,Háje
1712,64200,U228Z102,Kačerov,5,Háje
1712,64410,U601Z102,Roztyly,5,Háje
1712,64600,U52Z102,Chodov,5,Háje
1712,64800,U106Z102,Opatov,5,Háje
1712,64955,U286Z102,Háje,5,Háje
1713,65415,U286Z101,Háje,5,Letňany
1713,65545,U106Z101,Opatov,5,Letňany
1713,65745,U52Z101,Chodov,5,Letňany
1713,65940,U601Z101,Roztyly,5,Letňany
1713,70135,U228Z101,Kačerov,5,Letňany
1713,70315,U50Z101,Budějovická,5,Letňany
1713,70455,U385Z101,Pankrác,5,Letňany
1713,70635,U597Z101,Pražského povstání,5,Letňany
1713,70805,U527Z101,Vyšehrad,5,Letňany
1713,71010,U190Z101,I. P. Pavlova,5,Letňany
1713,71150,U400Z121,Muzeum - C,5,Letňany
1713,71310,U142Z101,Hlavní nádraží,5,Letňany
1713,71450,U689Z121,Florenc - C,5,Letňany
1713,71650,U100Z101,Vltavská,5,Letňany
1713,71830,U115Z101,Nádraží Holešovice,5,Letňany
1713,72135,U675Z101,Kobylisy,5,Letňany
1713,72330,U78Z101,Ládví,5,Letňany
1713,72545,U332Z101,Střížkov,5,Letňany
1713,72725,U603Z101,Prosek,5,Letňany
1713,72955,U1000Z101,Letňany,5,Letňany
1714,73405,U1000Z102,Letňany,5,Háje
1714,73620,U603Z102,Prosek,5,Háje
1714,73800,U332Z102,Střížkov,5,Háje
1714,74005,U78Z102,Ládví,5,Háje
1714,74215,U675Z102,Kobylisy,5,Háje
1714,74525,U115Z102,Nádraží Holešovice,5,Háje
1714,74715,U100Z102,Vltavská,5,Háje
1714,74910,U689Z122,Florenc - C,5,Háje
1714,75055,U142Z102,Hlavní nádraží,5,Háje
1714,75205,U400Z122,Muzeum - C,5,Háje
1714,75345,U190Z102,I. P. Pavlova,5,Háje
1714,75545,U527Z102,Vyšehrad,5,Háje
1714,75715,U597Z102,Pražského povstání,5,Háje
1714,75845,U385Z102,Pankrác,5,Háje
1714,80025,U50Z102,Budějovická,5,Háje
1714,80200,U228Z102,Kačerov,5,Háje
1714,80410,U601Z102,Roztyly,5,Háje
1714,80600,U52Z102,Chodov,5,Háje
